file,"Date","Max_TemperatureC","Mean_TemperatureC","Min_TemperatureC","Dew_PointC","MeanDew_PointC","Min_DewpointC","Max_Humidity","Mean_Humidity","Min_Humidity","Max_Sea_Level_PressurehPa","Mean_Sea_Level_PressurehPa","Min_Sea_Level_PressurehPa","Max_VisibilityKm","Mean_VisibilityKm","Min_VisibilitykM","Max_Wind_SpeedKm_h","Mean_Wind_SpeedKm_h","Max_Gust_SpeedKm_h","Precipitationmm","CloudCover","Events","WindDirDegrees"
Bayern,2015-07-22,34,24,15,18,16,12,94,61,26,1017,1015,1012,10,10,10,32,5,NA,0,4,"Fog-Rain",81
Bayern,2015-07-23,25,22,19,19,17,12,88,73,47,1018,1016,1015,10,10,7,19,13,NA,0,6,"Rain-Thunderstorm",296
Bayern,2015-07-24,28,22,16,19,16,14,94,69,48,1016,1012,1007,10,10,10,21,5,NA,0,4,"Rain",81
Bayern,2015-07-25,25,20,15,17,12,5,78,55,31,1018,1011,1007,10,10,10,37,19,58,0,5,"Rain",267
Bayern,2015-07-26,22,16,9,12,6,4,87,55,31,1019,1015,1009,10,10,10,16,11,NA,0,4,"Rain",243
Bayern,2015-07-27,25,19,13,15,12,8,100,68,36,1011,1009,1007,10,9,6,42,18,60,0,5,"Rain",248
Bayern,2015-07-28,23,19,14,11,9,8,77,55,38,1013,1011,1009,10,10,10,35,16,NA,0,6,"Rain",258
Bayern,2015-07-29,20,16,11,15,12,8,94,77,56,1016,1012,1010,10,10,10,27,11,NA,0,5,"Rain",252
Bayern,2015-07-30,22,14,8,10,6,1,100,59,25,1018,1016,1015,10,10,10,21,11,NA,0,NA,"Fog",273
Bayern,2015-07-31,23,17,10,9,6,3,87,50,27,1019,1017,1014,NA,NA,NA,19,6,NA,0,NA,"",59
Bayern,2015-08-01,21,16,12,12,9,7,77,62,46,1018,1015,1013,10,10,10,23,6,NA,0,NA,"Rain",300
Bayern,2015-08-02,24,19,15,15,13,12,94,74,47,1021,1020,1018,10,10,10,16,8,NA,0,5,"Rain",209
Bayern,2015-08-03,28,19,10,15,12,9,100,67,32,1021,1019,1018,10,8,5,13,6,NA,0,2,"Fog",72
Bayern,2015-08-04,32,21,11,16,13,10,100,62,27,1020,1016,1014,10,9,7,29,6,48,0,5,"Fog",308
Bayern,2015-08-05,30,21,13,16,14,12,100,65,35,1021,1019,1016,10,10,10,19,6,NA,0,2,"",86
Bayern,2015-08-06,34,23,13,18,13,9,94,59,23,1019,1018,1017,10,10,10,11,5,NA,0,NA,"Fog",77
Bayern,2015-08-07,35,24,13,16,13,10,94,56,22,1018,1017,1016,10,10,10,21,6,NA,0,NA,"Fog",70
Bayern,2015-08-08,35,25,15,17,14,12,94,57,26,1020,1018,1016,10,10,8,23,6,35,0,5,"Fog-Rain-Thunderstorm",281
Bayern,2015-08-09,33,24,16,18,16,13,94,58,29,1020,1017,1014,10,10,10,21,8,NA,0,6,"",57
Bayern,2015-08-10,30,24,18,18,17,14,88,66,37,1017,1015,1013,10,10,10,23,13,NA,0,4,"",283
Bayern,2015-08-11,32,24,17,19,15,9,94,63,24,1018,1016,1014,10,8,5,14,10,NA,0,1,"",286
Bayern,2015-08-12,33,23,14,17,12,8,94,58,21,1020,1019,1018,NA,NA,NA,13,5,NA,0,NA,"",39
Bayern,2015-08-13,34,24,14,15,12,8,94,51,20,1019,1015,1011,NA,NA,NA,24,8,NA,0,NA,"",80
Bayern,2015-08-14,31,23,17,18,15,12,94,62,31,1013,1011,1007,10,9,5,35,11,NA,0,6,"Rain-Thunderstorm",273
Bayern,2015-08-15,25,20,16,17,15,12,88,74,44,1013,1011,1009,10,10,8,24,10,NA,0,5,"Rain-Thunderstorm",270
Bayern,2015-08-16,19,17,15,15,14,14,94,87,73,1012,1012,1011,10,10,9,21,11,NA,0,6,"Rain",280
Bayern,2015-08-17,16,14,14,15,13,12,100,88,77,1014,1013,1012,10,9,8,14,10,NA,0,7,"Rain",272
Bayern,2015-08-18,22,16,11,14,11,9,100,74,46,1017,1015,1014,10,8,1,14,5,NA,0,4,"Fog",325
Bayern,2015-08-19,20,17,13,12,11,9,94,71,49,1022,1019,1017,10,10,10,14,8,NA,0,6,"",330
Bayern,2015-08-20,21,16,12,13,11,8,94,73,43,1026,1023,1022,10,10,8,19,11,NA,0,6,"Rain",279
Bayern,2015-08-21,21,16,11,14,12,10,100,80,49,1026,1025,1023,10,7,2,13,6,NA,0,5,"Fog",193
Bayern,2015-08-22,24,16,7,13,8,6,100,66,31,1023,1020,1016,10,6,3,21,5,NA,0,1,"Fog",75
Bayern,2015-08-23,27,18,10,15,11,7,94,66,34,1015,1011,1008,10,9,3,35,8,NA,0,6,"Rain-Thunderstorm",75
Bayern,2015-08-24,28,21,15,17,16,14,100,79,42,1014,1009,1006,10,8,0,64,8,89,0,5,"Fog-Rain-Hail-Thunderstorm",83
Bayern,2015-08-25,21,16,11,13,10,5,94,71,35,1021,1019,1014,10,10,10,27,16,NA,0,6,"Rain",228
Bayern,2015-08-26,26,16,7,13,9,3,100,68,24,1021,1019,1016,10,10,10,16,5,NA,0,NA,"Fog",86
Bayern,2015-08-27,30,19,9,16,12,8,100,66,27,1017,1015,1013,10,10,10,13,5,NA,0,NA,"Fog",139
Bayern,2015-08-28,31,22,14,16,14,11,94,63,29,1022,1019,1014,10,10,10,23,8,NA,0,NA,"Rain",250
Bayern,2015-08-29,31,22,14,17,16,13,100,69,35,1024,1023,1020,10,10,10,13,5,NA,0,NA,"Fog",72
Bayern,2015-08-30,33,24,16,18,17,15,94,68,36,1021,1020,1018,NA,NA,NA,13,3,NA,0,NA,"",264
Bayern,2015-08-31,32,23,16,18,15,11,100,62,27,1018,1015,1013,10,10,10,14,6,NA,0,NA,"Fog",248
Bayern,2015-09-01,31,22,14,16,13,11,94,66,31,1017,1012,1009,10,10,8,42,8,42,0,6,"Rain-Thunderstorm",260
Bayern,2015-09-02,16,14,13,15,13,11,94,90,88,1018,1017,1016,10,9,5,11,8,NA,0,6,"Rain",349
Bayern,2015-09-03,18,14,12,14,13,11,100,92,77,1016,1015,1014,10,6,4,14,6,NA,0,7,"Rain-Thunderstorm",349
Bayern,2015-09-04,19,16,12,13,11,7,100,76,46,1018,1016,1014,10,10,8,16,10,NA,0,5,"Rain",241
Bayern,2015-09-05,18,14,12,11,8,6,82,65,49,1018,1016,1015,10,10,10,26,10,NA,0,6,"Rain",271
Bayern,2015-09-06,15,11,7,9,6,1,100,70,39,1025,1021,1018,10,9,5,26,18,40,0,5,"Rain",273
Bayern,2015-09-07,14,10,7,9,6,4,87,75,63,1026,1025,1024,10,10,10,23,14,NA,0,6,"Rain",263
Bayern,2015-09-08,17,13,9,10,8,4,94,76,45,1026,1024,1022,10,9,7,11,6,NA,0,4,"Rain",352
Bayern,2015-09-09,18,12,7,9,7,3,100,71,42,1022,1021,1021,10,10,10,19,5,NA,0,3,"",47
Bayern,2015-09-10,17,11,5,9,7,4,100,78,52,1022,1020,1017,10,10,10,23,10,NA,0,5,"",58
Bayern,2015-09-11,20,11,2,10,7,2,100,76,46,1019,1017,1017,10,10,9,13,5,NA,0,2,"Fog",112
Bayern,2015-09-12,24,16,7,13,9,6,100,72,41,1019,1017,1015,10,10,9,16,5,29,0,NA,"Fog-Rain",94
Bayern,2015-09-13,25,17,9,14,12,8,100,73,39,1016,1012,1008,NA,NA,NA,24,6,NA,0,NA,"",112
Bayern,2015-09-14,16,13,11,14,12,10,100,88,77,1012,1009,1005,10,10,9,24,10,NA,0,6,"Fog-Rain",201
Bayern,2015-09-15,20,16,11,12,9,6,100,71,43,1014,1012,1009,10,10,10,19,5,NA,0,6,"Rain",124
Bayern,2015-09-16,29,19,9,14,11,8,94,64,33,1009,1003,1000,NA,NA,NA,14,8,NA,0,NA,"",100
Bayern,2015-09-17,30,21,12,15,11,8,88,66,29,1015,1006,1000,10,10,10,35,13,58,0,6,"Rain",261

Bremen,2013-01-01,8,6,4,7,6,2,100,90,77,1008,1001,998,31,11,6,29,23,NA,6.1,6,"Rain",235
Bremen,2013-01-02,7,5,3,5,4,3,93,88,81,1023,1017,1008,31,14,9,27,21,NA,0.51,6,"Rain",244
Bremen,2013-01-03,11,8,6,9,8,5,100,93,88,1030,1024,1020,26,9,3,32,23,NA,1.02,6,"Rain",260
Bremen,2013-01-04,10,8,7,9,8,6,100,92,87,1031,1029,1028,31,9,3,35,24,NA,0,7,"Rain",277
Bremen,2013-01-05,8,7,7,7,7,6,100,92,87,1031,1030,1028,14,8,4,29,23,NA,0,8,"Rain",293
Bremen,2013-01-06,8,7,6,8,7,5,100,93,87,1030,1027,1025,14,8,3,29,18,NA,0.51,7,"Rain",286
Bremen,2013-01-07,8,7,5,7,6,4,100,95,87,1028,1027,1024,14,8,3,18,11,NA,0,6,"Rain",241
Bremen,2013-01-08,8,7,6,8,7,6,100,95,88,1024,1022,1021,5,3,2,21,14,NA,5.08,6,"Rain",246
Bremen,2013-01-09,8,6,3,8,6,2,100,94,86,1022,1016,1013,19,7,2,23,16,NA,5.08,6,"Rain",258
Bremen,2013-01-10,5,3,1,4,1,-4,100,86,60,1014,1011,1008,31,11,5,27,16,NA,0,6,"Rain",305
Bremen,2013-01-11,1,-2,-4,-2,-3,-5,87,79,65,1019,1016,1013,31,11,10,19,11,NA,0,5,"Snow",311
Bremen,2013-01-12,1,-2,-6,-2,-4,-7,100,89,59,1021,1020,1018,31,18,10,13,5,NA,0,2,"Fog-Snow",60
Bremen,2013-01-13,-1,-3,-5,-3,-4,-5,93,84,71,1022,1020,1018,31,13,10,19,10,NA,0,6,"Snow",59
Bremen,2013-01-14,-3,-4,-7,-4,-6,-7,100,90,80,1019,1014,1010,18,5,1,19,13,NA,0,6,"Snow",124
Bremen,2013-01-15,-3,-7,-11,-6,-8,-12,100,88,75,1011,1009,1008,10,6,0,14,8,NA,0,6,"Fog",90
Bremen,2013-01-16,-4,-6,-7,-5,-6,-7,93,88,76,1015,1012,1010,8,6,5,14,11,NA,0,6,"Snow",59
Bremen,2013-01-17,-1,-3,-5,-3,-4,-6,93,82,70,1020,1018,1015,11,7,5,14,11,NA,0,6,"Snow",18
Bremen,2013-01-18,-1,-2,-3,-2,-4,-6,96,83,68,1019,1013,1008,23,10,5,27,14,NA,0,6,"Snow",85
Bremen,2013-01-19,-3,-4,-6,-6,-8,-10,80,73,61,1008,1005,1003,31,14,10,34,24,NA,0,7,"",100
Bremen,2013-01-20,-2,-6,-9,-5,-8,-11,93,76,59,1004,1002,1000,26,16,10,32,23,47,0,6,"",87
Bremen,2013-01-21,-3,-4,-6,-4,-5,-8,94,86,69,1005,1002,1000,31,6,1,34,26,NA,0.51,6,"Snow",86
Bremen,2013-01-22,-5,-6,-7,-7,-8,-9,93,82,72,1011,1008,1005,19,9,5,24,19,NA,0.25,6,"Snow",91
Bremen,2013-01-23,-2,-4,-7,-4,-7,-9,93,82,61,1013,1011,1010,26,13,10,14,11,NA,0,5,"Rain-Snow",50
Bremen,2013-01-24,-2,-2,-4,-4,-5,-5,93,83,71,1021,1016,1012,19,12,10,21,14,NA,0,6,"Snow",18
Bremen,2013-01-25,-6,-9,-13,-5,-9,-14,100,86,73,1023,1020,1015,10,5,0,21,8,NA,0,1,"Fog",122
Bremen,2013-01-26,0,-6,-11,-1,-8,-12,93,85,63,1015,1011,1008,11,7,3,27,16,NA,0.25,7,"Snow",163
Bremen,2013-01-27,4,1,-2,2,1,-1,100,89,72,1009,1002,997,31,8,2,34,19,NA,4.06,7,"Rain-Snow",200
Bremen,2013-01-28,4,2,1,2,1,0,94,88,78,1011,1008,1002,31,16,10,34,16,NA,1.02,5,"Rain-Snow",211
Bremen,2013-01-29,11,7,2,10,6,1,100,87,74,1006,1003,1000,26,11,3,35,24,60,2.03,6,"Rain-Snow",222
Bremen,2013-01-30,12,9,7,11,8,3,100,87,69,1004,1000,997,31,11,3,48,29,71,7.87,6,"Rain-Thunderstorm",246
Bremen,2013-01-31,8,7,6,4,3,2,87,73,59,1009,1005,1001,31,15,10,50,42,71,0.25,5,"Rain",252
Bremen,2013-02-01,7,4,2,5,3,1,100,83,64,1005,999,992,31,11,6,40,26,61,5.08,7,"Rain",268
Bremen,2013-02-02,4,3,2,2,1,-3,100,84,50,1010,1001,993,31,13,3,34,16,53,0.25,5,"Rain-Snow",311
Bremen,2013-02-03,6,3,1,4,1,-1,94,83,67,1014,1010,1003,31,12,3,34,21,NA,3.05,6,"Rain-Snow",263
Bremen,2013-02-04,9,6,2,7,3,1,100,79,55,1005,1003,1000,31,12,5,47,24,66,2.03,5,"Rain",256
Bremen,2013-02-05,5,2,0,2,1,-1,100,86,66,1002,995,993,26,12,2,34,24,50,8.89,5,"Rain-Snow-Thunderstorm",238
Bremen,2013-02-06,4,1,-3,3,-1,-3,100,91,74,1002,998,995,31,9,0,19,10,NA,0.51,5,"Fog-Rain-Snow",246
Bremen,2013-02-07,3,1,-1,1,-1,-2,100,88,68,1011,1007,1002,31,13,3,23,13,NA,0.25,5,"Snow-Hail",300
Bremen,2013-02-08,1,-1,-2,-1,-3,-5,98,81,66,1017,1013,1010,26,14,6,14,10,NA,0,6,"Rain-Snow",342
Bremen,2013-02-09,1,-2,-6,-2,-3,-6,100,84,62,1019,1018,1017,31,14,1,14,8,NA,1.02,5,"Fog-Snow",316
Bremen,2013-02-10,1,-3,-7,-2,-4,-6,100,83,55,1018,1013,1010,26,9,0,21,10,NA,0,4,"Fog",122
Bremen,2013-02-11,1,-2,-5,-4,-6,-7,86,71,53,1012,1009,1008,31,15,10,35,24,47,0,5,"",99
Bremen,2013-02-12,2,0,-2,-1,-3,-6,100,80,57,1020,1015,1012,31,13,5,24,18,NA,0,5,"Snow",45
Bremen,2013-02-13,1,-1,-3,-2,-4,-5,93,80,57,1028,1024,1019,26,13,10,14,10,NA,0,5,"Snow",62
Bremen,2013-02-14,1,-2,-5,-3,-4,-6,100,80,55,1027,1021,1015,14,8,3,32,16,NA,0,7,"Snow",133
Bremen,2013-02-15,2,0,-2,2,0,-3,100,98,76,1021,1017,1014,10,2,0,19,13,NA,0.25,7,"Fog-Rain-Snow",149
Bremen,2013-02-16,3,2,1,3,2,1,100,100,98,1025,1022,1020,2,1,0,10,5,NA,0,7,"Fog-Rain",77
Bremen,2013-02-17,3,2,1,3,2,1,100,100,97,1026,1025,1024,5,2,0,8,5,NA,0,7,"Fog",110
Bremen,2013-02-18,3,1,-1,2,1,0,100,95,83,1024,1022,1018,8,5,2,13,6,NA,0,6,"Fog",217
Bremen,2013-02-19,3,1,-1,3,0,-3,100,87,59,1022,1017,1014,31,9,3,24,14,NA,0.51,6,"Rain-Snow",347
Bremen,2013-02-20,1,0,-2,-3,-4,-6,86,74,55,1028,1026,1023,31,12,10,23,14,NA,0,5,"Snow-Hail",26
Bremen,2013-02-21,1,-1,-2,-4,-5,-7,86,71,47,1028,1025,1023,31,15,10,24,16,NA,0,6,"Snow",34
Bremen,2013-02-22,-1,-2,-3,-3,-6,-8,93,74,51,1024,1021,1019,26,11,3,29,18,NA,0,5,"Snow",57
Bremen,2013-02-23,1,-2,-4,-1,-5,-7,93,74,49,1020,1018,1017,23,10,5,34,19,NA,0,7,"Snow",43
Bremen,2013-02-24,2,1,-1,1,0,-1,100,95,89,1020,1017,1015,10,6,2,26,21,NA,1.02,7,"Rain-Snow",30
Bremen,2013-02-25,3,2,1,2,1,0,100,93,81,1029,1023,1020,8,5,2,23,16,NA,0,7,"Rain",54
Bremen,2013-02-26,2,1,1,2,1,0,94,92,85,1035,1032,1029,7,6,3,21,16,NA,0,7,"",62
Bremen,2013-02-27,4,1,-2,0,-1,-2,100,85,62,1035,1033,1031,18,9,4,19,11,NA,0,7,"Fog-Rain",71
Bremen,2013-02-28,3,-1,-5,3,-1,-5,100,98,86,1032,1028,1024,5,3,1,14,6,NA,0,6,"Fog-Rain",265
Bremen,2013-03-01,3,1,-3,3,-1,-3,100,80,60,1027,1024,1023,19,11,3,26,16,NA,0,6,"Fog-Rain",312
Bremen,2013-03-02,3,-2,-7,0,-2,-6,100,91,71,1027,1024,1021,26,9,0,23,8,NA,0,6,"Fog",268
Bremen,2013-03-03,7,2,-2,3,0,-2,100,81,48,1024,1022,1020,31,12,10,26,18,NA,0,5,"Fog-Rain",296
Bremen,2013-03-04,9,2,-4,2,-1,-4,100,82,42,1024,1021,1015,31,7,0,21,8,NA,0,5,"Fog",140
Bremen,2013-03-05,12,6,-1,1,-1,-3,87,65,28,1016,1011,1007,31,21,14,14,10,NA,0,NA,"",124
Bremen,2013-03-06,14,6,-3,2,0,-2,100,67,28,1007,1005,1003,31,19,11,19,8,NA,0,NA,"",86
Bremen,2013-03-07,10,6,2,2,1,-1,87,72,44,1005,1004,1003,26,10,5,34,19,NA,0,6,"Rain",80
Bremen,2013-03-08,4,2,1,1,1,-1,93,85,66,1006,1005,1004,26,11,8,35,27,NA,0.76,6,"Rain",96
Bremen,2013-03-09,1,0,0,1,-1,-2,100,92,76,1006,1003,1000,18,6,3,29,24,NA,5.08,7,"Rain-Snow",92
Bremen,2013-03-10,-2,-2,-3,0,-3,-6,100,88,67,1008,1004,1000,27,8,2,29,24,NA,0,6,"Rain-Snow",54
Bremen,2013-03-11,-2,-3,-5,-4,-6,-6,93,84,69,1011,1009,1008,26,10,3,29,21,47,0,6,"Snow",38
Bremen,2013-03-12,-2,-6,-9,-6,-9,-10,95,70,43,1011,1008,1006,31,17,10,21,16,NA,0,4,"",44
Bremen,2013-03-13,1,-6,-12,-1,-7,-12,100,89,61,1007,1005,1004,31,10,0,16,6,NA,0.25,4,"Fog-Snow",220
Bremen,2013-03-14,-1,-4,-9,-2,-7,-11,100,74,32,1014,1011,1007,31,10,0,24,10,NA,0,4,"Fog-Snow",335
Bremen,2013-03-15,1,-4,-11,-5,-8,-11,100,71,40,1016,1015,1014,31,17,8,21,8,NA,0,5,"Fog-Snow",186
Bremen,2013-03-16,6,2,-1,-1,-3,-6,87,65,40,1015,1011,1007,27,12,4,27,19,NA,0.25,7,"Snow",137
Bremen,2013-03-17,2,0,-1,0,-3,-6,100,76,49,1008,1003,998,31,10,2,37,26,52,0.25,6,"Snow",118
Bremen,2013-03-18,4,2,-1,2,0,-4,100,90,78,998,996,995,11,6,1,32,26,NA,0,6,"Snow",104
Bremen,2013-03-19,2,0,-2,-2,-3,-4,93,81,62,1004,1000,997,26,12,9,21,14,NA,0,6,"",37
Bremen,2013-03-20,1,-1,-2,-2,-4,-5,87,75,55,1012,1007,1004,26,14,10,24,16,NA,0,7,"Rain",65
Bremen,2013-03-21,3,0,-2,-1,-3,-6,100,81,48,1022,1017,1012,26,11,3,21,11,NA,0,6,"Snow",32
Bremen,2013-03-22,2,-1,-4,-3,-5,-9,100,75,45,1023,1022,1021,26,12,6,39,18,48,0,5,"Snow",77
Bremen,2013-03-23,-1,-3,-6,-8,-13,-19,74,46,16,1026,1024,1023,31,19,10,42,32,58,0,5,"",91
Bremen,2013-03-24,2,-2,-7,-8,-13,-16,64,41,18,1026,1024,1022,NA,NA,NA,42,31,55,0,NA,"",91
Bremen,2013-03-25,3,-1,-4,-7,-9,-12,80,55,23,1023,1021,1019,31,17,10,45,31,58,0,6,"",80
Bremen,2013-03-26,4,0,-4,-6,-8,-11,80,57,25,1020,1018,1016,31,12,10,35,24,48,0,4,"",74
Bremen,2013-03-27,6,0,-5,-6,-8,-12,86,54,19,1017,1016,1014,31,28,10,32,21,48,0,3,"",80
Bremen,2013-03-28,1,-1,-3,-2,-4,-6,93,79,62,1015,1013,1010,31,9,5,21,18,NA,0,6,"Snow",72
Bremen,2013-03-29,2,0,-2,-1,-2,-3,94,86,63,1010,1008,1008,6,5,2,14,11,NA,0,6,"Snow",6
Bremen,2013-03-30,3,1,-1,0,-1,-3,96,85,63,1012,1009,1008,11,7,3,23,8,NA,0,6,"Snow",1
Bremen,2013-03-31,5,2,-2,-1,-3,-8,100,73,30,1014,1013,1011,31,10,3,23,11,NA,0,5,"Snow",31
Bremen,2013-04-01,8,1,-7,-1,-7,-10,100,60,20,1014,1013,1011,31,13,0,26,10,47,0,1,"Fog",15
Bremen,2013-04-02,8,1,-6,-6,-8,-11,93,50,19,1019,1015,1014,31,22,10,29,11,40,0,5,"",78
Bremen,2013-04-03,7,2,-3,-3,-6,-11,86,56,21,1022,1020,1018,31,21,10,34,18,52,0,5,"",73
Bremen,2013-04-04,7,2,-2,-2,-3,-5,86,62,35,1019,1016,1013,31,14,10,29,21,61,0,6,"",67
Bremen,2013-04-05,3,1,-1,0,-2,-3,87,77,66,1016,1014,1012,31,13,10,21,16,NA,0,6,"",38
Bremen,2013-04-06,9,4,-1,-1,-3,-7,100,59,22,1023,1020,1016,31,21,10,21,14,NA,0,6,"",8
Bremen,2013-04-07,9,3,-3,2,-2,-8,100,74,19,1024,1021,1016,31,7,0,16,10,NA,0,5,"Fog",279
Bremen,2013-04-08,11,3,-3,1,-2,-4,100,68,29,1017,1011,1006,31,11,5,29,13,NA,0,6,"Fog",71
Bremen,2013-04-09,8,4,2,3,0,-2,87,69,56,1007,1004,1002,26,11,6,27,23,NA,2.03,6,"Rain",103
Bremen,2013-04-10,10,7,4,8,4,2,100,88,79,1006,1003,1002,14,6,3,19,14,NA,1.02,6,"Fog-Rain",143
Bremen,2013-04-11,11,6,0,10,6,1,100,96,86,1007,1000,997,13,5,0,23,10,NA,5.08,6,"Fog-Rain",163
Bremen,2013-04-12,14,10,6,9,7,5,100,85,58,1002,1000,997,31,9,3,24,14,NA,2.03,6,"Rain-Thunderstorm",228
Bremen,2013-04-13,12,9,6,7,6,4,94,83,58,1021,1012,1002,31,11,5,34,18,NA,0,6,"Rain",236
Bremen,2013-04-14,17,11,5,12,8,4,87,77,65,1023,1021,1019,31,14,10,21,13,NA,0,6,"Rain",148
Bremen,2013-04-15,22,16,10,12,10,8,100,71,34,1020,1018,1017,31,16,0,24,13,NA,0.51,7,"Fog-Rain",193
Bremen,2013-04-16,19,13,7,12,9,4,100,75,30,1020,1018,1016,26,8,0,29,10,NA,0,6,"Fog-Rain",207
Bremen,2013-04-17,18,12,7,13,10,6,100,76,53,1022,1019,1013,26,14,9,23,13,NA,0,6,"Fog",203
Bremen,2013-04-18,18,14,10,12,4,-3,82,49,15,1016,1012,1008,31,22,10,47,23,66,0,4,"",226
Bremen,2013-04-19,13,9,4,7,4,2,87,68,47,1028,1021,1016,31,16,4,32,21,NA,0.25,4,"Rain",273
Bremen,2013-04-20,11,4,-2,3,1,-2,100,72,32,1033,1031,1028,31,16,10,21,13,NA,0,3,"Fog",344
Bremen,2013-04-21,16,8,1,5,2,-1,93,60,25,1029,1021,1015,31,28,10,21,10,NA,0,1,"",103
Bremen,2013-04-22,16,12,8,7,2,-4,82,53,18,1017,1015,1014,31,24,10,19,10,NA,0,7,"Rain",243
Bremen,2013-04-23,14,10,6,9,6,2,88,67,44,1022,1017,1013,31,14,10,29,18,NA,0,7,"Rain",246
Bremen,2013-04-24,21,12,3,10,7,3,100,68,33,1025,1023,1020,18,12,10,24,10,NA,0,5,"",222
Bremen,2013-04-25,21,16,11,12,11,9,94,72,45,1025,1021,1015,19,10,5,16,10,NA,0,6,"Rain",222
Bremen,2013-04-26,11,8,5,12,8,3,100,91,72,1015,1010,1007,19,8,1,23,10,NA,8.89,7,"Fog-Rain",310
Bremen,2013-04-27,10,7,4,4,2,1,97,75,52,1014,1011,1008,31,14,10,23,16,NA,0,6,"Rain",334
Bremen,2013-04-28,12,6,-1,4,1,-1,100,74,34,1018,1015,1013,31,15,3,14,10,NA,0,4,"Fog",238
Bremen,2013-04-29,12,8,4,5,3,1,87,65,42,1019,1014,1012,31,16,10,35,16,50,0,5,"Rain",226
Bremen,2013-04-30,14,8,2,5,2,-1,87,63,26,1026,1023,1019,31,17,10,24,11,NA,0,6,"",297
Bremen,2013-05-01,17,9,1,5,2,0,93,60,27,1028,1025,1021,31,19,10,19,13,NA,0,1,"",83
Bremen,2013-05-02,16,12,7,7,3,-2,71,53,30,1023,1022,1020,31,23,10,24,14,NA,0,6,"",52
Bremen,2013-05-03,18,13,9,7,2,-2,76,46,27,1022,1018,1015,31,19,10,19,13,NA,0,5,"Fog-Rain",109
Bremen,2013-05-04,21,13,6,8,6,1,93,62,24,1019,1016,1015,31,17,10,29,10,NA,0,NA,"Fog",218
Bremen,2013-05-05,20,12,4,8,6,3,96,62,24,1024,1022,1020,31,17,10,19,8,NA,0,4,"Fog",216
Bremen,2013-05-06,23,14,6,10,7,5,100,57,22,1024,1021,1018,31,20,10,21,8,NA,0,4,"Fog",79
Bremen,2013-05-07,21,14,8,14,11,7,94,73,47,1019,1017,1013,26,14,5,29,11,NA,1.02,6,"Rain",68
Bremen,2013-05-08,21,17,13,14,12,10,100,76,40,1014,1011,1009,23,8,0,27,11,NA,0.76,6,"Fog-Rain",168
Bremen,2013-05-09,19,16,11,13,11,5,94,75,34,1013,1011,1010,31,13,5,26,13,NA,0,5,"Rain",235
Bremen,2013-05-10,16,11,7,8,7,6,93,67,44,1015,1012,1010,31,15,10,34,13,NA,0.25,6,"",215
Bremen,2013-05-11,16,11,7,9,8,6,100,78,43,1015,1013,1010,31,15,9,34,14,NA,1.02,5,"Fog-Rain",198
Bremen,2013-05-12,13,10,8,8,7,4,93,79,52,1015,1011,1009,31,14,10,26,14,45,4.06,4,"Rain",225
Bremen,2013-05-13,14,10,6,11,8,5,95,88,76,1015,1011,1008,31,12,5,23,13,NA,0.51,6,"Rain",207
Bremen,2013-05-14,14,11,7,8,6,3,94,71,40,1010,1008,1006,31,15,10,32,14,NA,0,5,"Rain",212
Bremen,2013-05-15,23,16,9,14,11,7,94,75,43,1006,1001,999,31,15,10,26,14,NA,0.51,5,"Rain-Thunderstorm",150
Bremen,2013-05-16,21,15,9,16,12,9,100,80,50,1003,1000,995,26,13,6,24,10,NA,0,7,"Fog-Rain-Thunderstorm",31
Bremen,2013-05-17,16,14,12,14,13,12,100,94,82,1002,999,996,31,6,0,23,11,NA,22.1,6,"Fog-Rain-Thunderstorm",285
Bremen,2013-05-18,12,11,10,12,10,9,100,96,88,1011,1006,1002,10,7,3,21,13,NA,5.08,7,"Rain",255
Bremen,2013-05-19,14,11,7,11,9,7,100,86,61,1011,1009,1007,14,8,0,11,5,NA,0,6,"Fog-Rain",323
Bremen,2013-05-20,14,12,11,13,11,10,100,91,76,1009,1007,1006,10,6,3,11,6,NA,2.03,7,"Rain",266
Bremen,2013-05-21,16,13,10,13,11,10,100,90,61,1010,1008,1006,10,6,3,19,10,NA,4.06,6,"Rain",243
Bremen,2013-05-22,11,8,5,9,6,2,100,81,56,1011,1007,1005,31,10,3,40,27,64,0,6,"Rain",300
Bremen,2013-05-23,9,6,3,6,4,2,93,84,55,1010,1008,1006,31,12,6,19,13,NA,8.89,7,"Rain",268
Bremen,2013-05-24,12,8,4,6,4,1,100,75,38,1014,1011,1008,19,10,3,14,6,NA,0,6,"Fog-Rain",341
Bremen,2013-05-25,12,8,4,9,7,4,100,89,64,1014,1012,1010,19,9,6,27,14,NA,7.11,7,"Rain",296
Bremen,2013-05-26,13,11,8,11,9,8,100,94,75,1010,1006,1005,10,6,2,37,23,NA,2.03,7,"Rain",301
Bremen,2013-05-27,12,10,8,11,9,8,100,95,82,1009,1007,1004,18,7,3,27,18,NA,7.87,6,"Fog-Rain",293
Bremen,2013-05-28,20,14,8,13,10,8,100,81,41,1010,1005,1001,31,8,0,21,5,NA,1.02,4,"Fog-Rain",72
Bremen,2013-05-29,17,14,11,13,11,9,94,84,57,1003,999,998,26,11,8,21,11,NA,2.03,5,"Rain",51
Bremen,2013-05-30,18,14,11,13,12,10,100,83,59,1008,1006,1003,10,7,3,23,10,NA,0.25,6,"Rain",258
